InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV013880,PROD4418,Webcam,4,2023-10-21,115.4,3856,USA
INV013880,PROD2354,Phone Case,1,2023-10-21,130.06,3856,USA
INV013881,PROD0552,Desk Organizer,1,2023-06-07,170.19,6851,Germany
INV013881,PROD3803,Charger,1,2023-06-07,164.8,6851,Germany
INV013881,PROD7852,Coffee Mug,4,2023-06-07,138.02,6851,Germany
INV013882,PROD6553,Water Bottle,4,2023-04-06,59.12,9656,UK
INV013882,PROD1496,Gaming Chair,4,2023-04-06,40.72,9656,UK
INV013882,PROD2984,Tablet,1,2023-04-06,21.8,9656,UK
INV013882,PROD1962,Notebook,4,2023-04-06,36.09,9656,UK
INV013883,PROD3803,Charger,1,2023-07-29,16.26,2120,UK
INV013884,PROD5377,Calendar,4,2023-08-07,170.09,7767,France
INV013884,PROD4970,Tablet Cover,1,2023-08-07,128.89,7767,France
INV013884,PROD6663,Stapler,2,2023-08-07,83.56,7767,France
INV013884,PROD3746,Keyboard,4,2023-08-07,184.25,7767,France
INV013885,PROD3746,Keyboard,1,2023-04-15,88.47,6825,USA
INV013885,PROD5865,Mouse,2,2023-04-15,142.81,6825,USA
INV013885,PROD1615,Laptop,4,2023-04-15,47.54,6825,USA
INV013886,PROD0672,Stylus Pen,4,2023-01-02,12.41,4650,USA
INV013887,PROD3803,Charger,1,2023-02-13,71.56,6212,UK
INV013887,PROD9858,Screen Protector,3,2023-02-13,133.72,6212,UK
INV013887,PROD2354,Phone Case,2,2023-02-13,59.43,6212,UK
INV013887,PROD9673,Smartphone,3,2023-02-13,83.47,6212,UK
INV013888,PROD3803,Charger,3,2024-02-07,141.57,8928,UK
INV013889,PROD1615,Laptop,3,2023-04-21,29.71,9892,USA
INV013889,PROD1690,Monitor,3,2023-04-21,47.53,9892,USA
INV013889,PROD3746,Keyboard,4,2023-04-21,100.66,9892,USA
INV013889,PROD6663,Stapler,2,2023-04-21,94.3,9892,USA
INV013889,PROD0552,Desk Organizer,2,2023-04-21,57.23,9892,USA
INV013890,PROD4970,Tablet Cover,3,2023-10-11,152.96,4240,Canada
INV013890,PROD7852,Coffee Mug,1,2023-10-11,186.65,4240,Canada
INV013890,PROD7124,Desk Lamp,4,2023-10-11,16.08,4240,Canada
INV013890,PROD3803,Charger,1,2023-10-11,78.94,4240,Canada
INV013891,PROD5377,Calendar,4,2024-02-08,105.7,7402,UK
INV013891,PROD4970,Tablet Cover,2,2024-02-08,29.56,7402,UK
INV013891,PROD4418,Webcam,2,2024-02-08,126.68,7402,UK
INV013892,PROD4418,Webcam,4,2024-01-30,142.32,4817,USA
INV013893,PROD7933,Bluetooth Speaker,1,2023-05-16,121.43,8439,UK
INV013893,PROD4418,Webcam,3,2023-05-16,6.91,8439,UK
INV013893,PROD0552,Desk Organizer,2,2023-05-16,164.97,8439,UK
INV013893,PROD7703,Headphones,1,2023-05-16,79.1,8439,UK
INV013894,PROD3803,Charger,1,2023-08-22,196.35,7750,France
INV013894,PROD9673,Smartphone,1,2023-08-22,48.18,7750,France
INV013894,PROD9858,Screen Protector,1,2023-08-22,8.59,7750,France
INV013895,PROD0672,Stylus Pen,3,2023-04-10,174.06,5654,Canada
INV013896,PROD1962,Notebook,4,2023-08-23,22.63,5888,UK
INV013896,PROD9731,USB Drive,3,2023-08-23,199.64,5888,UK
INV013896,PROD4418,Webcam,4,2023-08-23,46.6,5888,UK
INV013896,PROD5865,Mouse,3,2023-08-23,166.79,5888,UK
INV013897,PROD5377,Calendar,3,2023-11-08,50.23,4488,UK
INV013897,PROD4418,Webcam,1,2023-11-08,49.97,4488,UK
INV013897,PROD0523,Paper Clips,2,2023-11-08,80.94,4488,UK
INV013898,PROD1496,Gaming Chair,4,2023-04-13,86.7,2551,Germany
INV013899,PROD2354,Phone Case,1,2023-10-16,54.21,3966,Canada
INV013899,PROD4970,Tablet Cover,3,2023-10-16,192.01,3966,Canada
INV013899,PROD0672,Stylus Pen,2,2023-10-16,142.26,3966,Canada
INV013899,PROD7124,Desk Lamp,4,2023-10-16,183.01,3966,Canada
INV013899,PROD8790,Pen Set,4,2023-10-16,97.24,3966,Canada
INV013900,PROD1690,Monitor,4,2023-02-08,146.47,2724,USA
INV013900,PROD7124,Desk Lamp,2,2023-02-08,192.79,2724,USA
INV013900,PROD4418,Webcam,2,2023-02-08,149.05,2724,USA
INV013900,PROD3746,Keyboard,1,2023-02-08,129.01,2724,USA
INV013900,PROD3803,Charger,2,2023-02-08,129.51,2724,USA
INV013901,PROD5865,Mouse,1,2023-07-06,35.41,3888,USA
INV013902,PROD1690,Monitor,3,2023-10-04,74.97,2014,France
INV013903,PROD2354,Phone Case,1,2023-01-01,99.84,9664,UK
INV013903,PROD3746,Keyboard,3,2023-01-01,133.35,9664,UK
INV013904,PROD4129,Power Bank,4,2023-02-28,190.5,2865,USA
INV013904,PROD1615,Laptop,1,2023-02-28,15.56,2865,USA
INV013905,PROD1962,Notebook,4,2023-04-13,150.38,3461,Canada
INV013906,PROD9673,Smartphone,1,2023-07-27,108.4,9129,UK
INV013907,PROD9858,Screen Protector,4,2024-02-21,125.24,2132,USA
INV013907,PROD1496,Gaming Chair,4,2024-02-21,183.8,2132,USA
INV013907,PROD6663,Stapler,2,2024-02-21,40.15,2132,USA
INV013907,PROD1690,Monitor,4,2024-02-21,116.6,2132,USA
INV013907,PROD1615,Laptop,4,2024-02-21,113.66,2132,USA
INV013908,PROD5865,Mouse,4,2023-02-20,172.32,7426,UK
INV013908,PROD2354,Phone Case,2,2023-02-20,135.85,7426,UK
INV013909,PROD1496,Gaming Chair,3,2023-04-06,54.9,4043,USA
INV013909,PROD0552,Desk Organizer,2,2023-04-06,100.91,4043,USA
INV013910,PROD1690,Monitor,4,2023-10-10,20.22,9203,USA
INV013910,PROD9731,USB Drive,1,2023-10-10,49.6,9203,USA
INV013910,PROD7852,Coffee Mug,4,2023-10-10,174.62,9203,USA
INV013910,PROD0523,Paper Clips,1,2023-10-10,13.13,9203,USA
INV013911,PROD1615,Laptop,3,2023-08-28,96.53,5737,USA
INV013912,PROD2984,Tablet,2,2023-06-20,67.91,9386,USA
INV013912,PROD8790,Pen Set,4,2023-06-20,150.4,9386,USA
INV013912,PROD7852,Coffee Mug,4,2023-06-20,122.56,9386,USA
INV013912,PROD6663,Stapler,2,2023-06-20,154.49,9386,USA
INV013913,PROD4970,Tablet Cover,3,2023-06-24,73.09,3866,USA
INV013913,PROD0672,Stylus Pen,2,2023-06-24,77.53,3866,USA
INV013914,PROD6663,Stapler,3,2023-03-17,55.25,3546,Canada
INV013914,PROD4129,Power Bank,4,2023-03-17,82.43,3546,Canada
INV013914,PROD8790,Pen Set,3,2023-03-17,101.31,3546,Canada
INV013915,PROD4970,Tablet Cover,2,2024-01-03,121.46,2699,USA
INV013916,PROD4129,Power Bank,3,2023-12-06,51.83,5373,UK
INV013917,PROD0672,Stylus Pen,1,2023-05-25,178.53,5511,UK
INV013917,PROD4970,Tablet Cover,3,2023-05-25,94.15,5511,UK
INV013917,PROD2984,Tablet,4,2023-05-25,137.71,5511,UK
INV013918,PROD9673,Smartphone,3,2023-08-30,138.33,4051,USA
INV013919,PROD7933,Bluetooth Speaker,3,2023-05-15,112.7,8807,USA
INV013919,PROD1496,Gaming Chair,4,2023-05-15,46.74,8807,USA
INV013919,PROD2984,Tablet,4,2023-05-15,135.57,8807,USA
INV013919,PROD8790,Pen Set,2,2023-05-15,98.46,8807,USA
INV013919,PROD5865,Mouse,1,2023-05-15,131.81,8807,USA
INV013920,PROD4970,Tablet Cover,2,2023-02-09,69.41,5110,USA
INV013921,PROD0523,Paper Clips,1,2024-02-03,194.1,9402,USA
INV013921,PROD1690,Monitor,1,2024-02-03,70.68,9402,USA
INV013921,PROD1615,Laptop,4,2024-02-03,159.53,9402,USA
INV013921,PROD0672,Stylus Pen,2,2024-02-03,46.53,9402,USA
INV013921,PROD0552,Desk Organizer,3,2024-02-03,132.77,9402,USA
INV013922,PROD2984,Tablet,1,2023-08-30,162.51,8525,USA
INV013922,PROD5377,Calendar,1,2023-08-30,61.07,8525,USA
INV013922,PROD7703,Headphones,2,2023-08-30,61.0,8525,USA
INV013922,PROD1615,Laptop,4,2023-08-30,50.05,8525,USA
INV013922,PROD8790,Pen Set,2,2023-08-30,126.37,8525,USA
INV013923,PROD3746,Keyboard,2,2024-02-04,12.03,6382,Canada
INV013923,PROD5865,Mouse,1,2024-02-04,75.57,6382,Canada
INV013923,PROD1615,Laptop,3,2024-02-04,183.57,6382,Canada
INV013924,PROD4970,Tablet Cover,3,2023-06-23,17.77,3184,USA
INV013924,PROD0672,Stylus Pen,4,2023-06-23,158.26,3184,USA
INV013925,PROD8790,Pen Set,3,2023-07-08,157.29,2733,USA
INV013925,PROD1962,Notebook,2,2023-07-08,66.7,2733,USA
INV013926,PROD3746,Keyboard,3,2024-01-01,77.47,6603,USA
INV013926,PROD5865,Mouse,2,2024-01-01,97.85,6603,USA
INV013927,PROD3746,Keyboard,3,2024-01-09,61.09,8955,UK
INV013927,PROD5865,Mouse,2,2024-01-09,17.0,8955,UK
INV013928,PROD5865,Mouse,2,2023-08-22,111.44,9499,UK
INV013928,PROD0523,Paper Clips,2,2023-08-22,6.42,9499,UK
INV013929,PROD5377,Calendar,4,2023-10-24,136.22,2405,UK
INV013930,PROD0672,Stylus Pen,2,2023-11-27,65.25,8896,Canada
INV013930,PROD4970,Tablet Cover,2,2023-11-27,108.18,8896,Canada
INV013930,PROD2984,Tablet,3,2023-11-27,173.4,8896,Canada
INV013931,PROD8790,Pen Set,3,2023-05-08,30.88,8694,France
INV013931,PROD9858,Screen Protector,1,2023-05-08,26.63,8694,France
INV013931,PROD2984,Tablet,4,2023-05-08,74.54,8694,France
INV013932,PROD7703,Headphones,1,2023-02-06,64.79,1355,UK
INV013932,PROD1690,Monitor,3,2023-02-06,153.87,1355,UK
INV013933,PROD7933,Bluetooth Speaker,1,2023-05-17,131.99,8669,USA
INV013933,PROD4970,Tablet Cover,4,2023-05-17,47.66,8669,USA
INV013933,PROD9858,Screen Protector,3,2023-05-17,86.65,8669,USA
INV013934,PROD1496,Gaming Chair,4,2024-02-10,53.03,3815,USA
INV013934,PROD0552,Desk Organizer,2,2024-02-10,65.26,3815,USA
INV013935,PROD1690,Monitor,4,2023-10-20,174.15,9823,France
INV013935,PROD5377,Calendar,4,2023-10-20,198.72,9823,France
INV013936,PROD2984,Tablet,3,2023-09-14,185.99,5988,USA
INV013936,PROD3803,Charger,2,2023-09-14,169.45,5988,USA
INV013937,PROD8790,Pen Set,2,2023-02-16,108.84,7700,USA
INV013937,PROD9731,USB Drive,1,2023-02-16,150.09,7700,USA
INV013937,PROD0552,Desk Organizer,2,2023-02-16,7.89,7700,USA
INV013937,PROD7703,Headphones,2,2023-02-16,74.23,7700,USA
INV013937,PROD7852,Coffee Mug,2,2023-02-16,25.13,7700,USA
INV013938,PROD1962,Notebook,1,2023-04-10,141.33,4722,Canada
INV013939,PROD0523,Paper Clips,3,2023-05-13,194.36,2569,Canada
INV013939,PROD0552,Desk Organizer,2,2023-05-13,8.59,2569,Canada
INV013939,PROD7852,Coffee Mug,4,2023-05-13,54.38,2569,Canada
INV013939,PROD5865,Mouse,4,2023-05-13,84.1,2569,Canada
INV013940,PROD3803,Charger,1,2023-07-27,98.96,3697,USA
INV013940,PROD9673,Smartphone,4,2023-07-27,44.78,3697,USA
INV013941,PROD3803,Charger,2,2023-05-20,161.01,6780,Germany
INV013942,PROD0552,Desk Organizer,4,2024-02-01,98.49,6851,UK
INV013942,PROD7124,Desk Lamp,4,2024-02-01,103.12,6851,UK
INV013943,PROD3803,Charger,2,2023-09-29,178.33,7350,Canada
INV013943,PROD9673,Smartphone,2,2023-09-29,112.64,7350,Canada
INV013943,PROD2354,Phone Case,3,2023-09-29,28.6,7350,Canada
INV013943,PROD9858,Screen Protector,2,2023-09-29,40.65,7350,Canada
INV013944,PROD2354,Phone Case,3,2023-12-17,83.13,2989,Canada
INV013944,PROD9673,Smartphone,1,2023-12-17,142.64,2989,Canada
INV013945,PROD6663,Stapler,2,2024-01-03,191.05,2693,UK
INV013946,PROD7703,Headphones,4,2024-01-09,51.91,5623,USA
INV013946,PROD1690,Monitor,1,2024-01-09,73.12,5623,USA
INV013946,PROD4418,Webcam,2,2024-01-09,164.68,5623,USA
INV013947,PROD4970,Tablet Cover,4,2023-04-27,187.67,8008,UK
INV013948,PROD0552,Desk Organizer,4,2023-04-16,117.2,3716,UK
INV013949,PROD1615,Laptop,4,2024-01-12,139.48,2119,USA
INV013949,PROD4418,Webcam,2,2024-01-12,153.51,2119,USA
INV013950,PROD4129,Power Bank,3,2023-03-30,106.69,8330,USA
INV013950,PROD2984,Tablet,3,2023-03-30,118.71,8330,USA
INV013950,PROD6663,Stapler,4,2023-03-30,34.02,8330,USA
INV013950,PROD2354,Phone Case,1,2023-03-30,182.51,8330,USA
INV013951,PROD9673,Smartphone,4,2023-05-18,80.71,4793,UK
INV013951,PROD5377,Calendar,3,2023-05-18,197.99,4793,UK
INV013951,PROD2354,Phone Case,1,2023-05-18,74.15,4793,UK
INV013952,PROD4418,Webcam,1,2023-11-13,118.46,9921,Canada
INV013952,PROD1690,Monitor,1,2023-11-13,135.98,9921,Canada
INV013952,PROD7703,Headphones,1,2023-11-13,177.06,9921,Canada
INV013953,PROD6553,Water Bottle,4,2023-07-11,38.28,5355,USA
INV013953,PROD7124,Desk Lamp,2,2023-07-11,47.17,5355,USA
INV013953,PROD5377,Calendar,3,2023-07-11,196.22,5355,USA
INV013953,PROD9858,Screen Protector,3,2023-07-11,33.94,5355,USA
INV013954,PROD3746,Keyboard,4,2023-06-21,47.55,4165,Canada
INV013954,PROD0523,Paper Clips,2,2023-06-21,144.96,4165,Canada
INV013954,PROD0552,Desk Organizer,4,2023-06-21,16.74,4165,Canada
INV013954,PROD4129,Power Bank,1,2023-06-21,34.26,4165,Canada
INV013955,PROD9673,Smartphone,2,2023-02-08,34.18,8900,UK
INV013955,PROD1962,Notebook,1,2023-02-08,81.42,8900,UK
INV013956,PROD6663,Stapler,3,2023-06-23,63.36,6963,UK
INV013957,PROD8790,Pen Set,2,2023-09-15,112.96,2976,Germany
INV013957,PROD3746,Keyboard,3,2023-09-15,185.92,2976,Germany
INV013958,PROD7124,Desk Lamp,3,2023-06-03,20.57,9704,USA
INV013958,PROD4129,Power Bank,2,2023-06-03,69.95,9704,USA
INV013958,PROD2984,Tablet,3,2023-06-03,123.25,9704,USA
INV013958,PROD0552,Desk Organizer,2,2023-06-03,174.82,9704,USA
INV013958,PROD5377,Calendar,1,2023-06-03,18.16,9704,USA
INV013959,PROD5377,Calendar,2,2023-01-21,7.93,1298,UK
INV013959,PROD2984,Tablet,1,2023-01-21,189.52,1298,UK
INV013959,PROD7124,Desk Lamp,4,2023-01-21,137.21,1298,UK
INV013960,PROD7124,Desk Lamp,3,2023-01-05,31.13,4705,Germany
INV013960,PROD0523,Paper Clips,1,2023-01-05,51.33,4705,Germany
INV013960,PROD6553,Water Bottle,2,2023-01-05,46.11,4705,Germany
INV013961,PROD4970,Tablet Cover,3,2023-11-12,188.98,8721,France
INV013961,PROD0523,Paper Clips,4,2023-11-12,102.86,8721,France
INV013961,PROD9673,Smartphone,3,2023-11-12,72.32,8721,France
INV013962,PROD9858,Screen Protector,1,2023-05-11,54.25,9104,UK
INV013962,PROD9673,Smartphone,4,2023-05-11,126.74,9104,UK
INV013963,PROD3803,Charger,1,2023-12-27,134.83,3627,UK
INV013963,PROD3746,Keyboard,3,2023-12-27,84.76,3627,UK
INV013963,PROD1690,Monitor,3,2023-12-27,152.37,3627,UK
INV013963,PROD4129,Power Bank,1,2023-12-27,180.71,3627,UK
INV013963,PROD5377,Calendar,4,2023-12-27,20.93,3627,UK
INV013964,PROD1962,Notebook,2,2023-08-12,176.82,2896,UK
INV013964,PROD9731,USB Drive,1,2023-08-12,85.14,2896,UK
INV013965,PROD1690,Monitor,2,2023-06-05,130.06,3171,USA
INV013965,PROD4418,Webcam,1,2023-06-05,152.06,3171,USA
INV013966,PROD7703,Headphones,3,2023-05-02,84.08,6236,USA
INV013966,PROD4129,Power Bank,2,2023-05-02,182.14,6236,USA
INV013967,PROD7852,Coffee Mug,1,2024-01-15,134.24,2560,USA
INV013968,PROD3803,Charger,4,2023-02-01,98.54,9892,UK
INV013968,PROD5865,Mouse,4,2023-02-01,95.92,9892,UK
INV013969,PROD1962,Notebook,1,2023-02-11,70.42,2248,USA
INV013970,PROD2984,Tablet,4,2024-01-24,87.2,5928,USA
INV013970,PROD4970,Tablet Cover,4,2024-01-24,173.78,5928,USA
INV013970,PROD4129,Power Bank,2,2024-01-24,61.04,5928,USA
INV013970,PROD6663,Stapler,2,2024-01-24,31.71,5928,USA
INV013970,PROD7933,Bluetooth Speaker,3,2024-01-24,23.58,5928,USA
INV013971,PROD0552,Desk Organizer,2,2023-07-21,45.53,2769,USA
INV013971,PROD1496,Gaming Chair,4,2023-07-21,15.43,2769,USA
INV013972,PROD7852,Coffee Mug,3,2023-08-25,168.61,5856,USA
INV013972,PROD1496,Gaming Chair,2,2023-08-25,77.33,5856,USA
INV013973,PROD8790,Pen Set,3,2023-01-29,141.15,2883,USA
INV013973,PROD1962,Notebook,1,2023-01-29,135.74,2883,USA
INV013974,PROD9673,Smartphone,4,2023-09-29,73.25,1404,USA
INV013974,PROD1690,Monitor,4,2023-09-29,108.35,1404,USA
INV013974,PROD2984,Tablet,1,2023-09-29,111.58,1404,USA
INV013974,PROD1615,Laptop,4,2023-09-29,12.2,1404,USA
INV013974,PROD6553,Water Bottle,2,2023-09-29,17.46,1404,USA
INV013975,PROD0672,Stylus Pen,1,2023-09-15,149.08,4232,USA
INV013975,PROD4129,Power Bank,1,2023-09-15,89.59,4232,USA
INV013975,PROD7703,Headphones,3,2023-09-15,132.58,4232,USA
INV013976,PROD3803,Charger,2,2023-03-04,187.83,2658,UK
INV013976,PROD9673,Smartphone,3,2023-03-04,73.58,2658,UK
INV013976,PROD9858,Screen Protector,2,2023-03-04,109.26,2658,UK
INV013977,PROD4418,Webcam,4,2023-07-20,150.82,2190,USA
INV013978,PROD9858,Screen Protector,4,2023-05-05,170.13,9243,UK
INV013978,PROD9673,Smartphone,3,2023-05-05,137.27,9243,UK
INV013978,PROD3803,Charger,3,2023-05-05,64.53,9243,UK
INV013979,PROD8790,Pen Set,3,2023-07-24,164.98,6418,UK
INV013979,PROD1962,Notebook,1,2023-07-24,71.96,6418,UK
INV013980,PROD7852,Coffee Mug,2,2023-06-18,97.82,2886,Canada
INV013980,PROD0552,Desk Organizer,2,2023-06-18,35.76,2886,Canada
INV013980,PROD1690,Monitor,2,2023-06-18,195.72,2886,Canada
INV013980,PROD2354,Phone Case,3,2023-06-18,36.72,2886,Canada
INV013981,PROD0552,Desk Organizer,3,2023-11-20,90.93,8171,UK
INV013981,PROD1962,Notebook,1,2023-11-20,79.82,8171,UK
INV013981,PROD9858,Screen Protector,2,2023-11-20,19.92,8171,UK
INV013981,PROD7124,Desk Lamp,2,2023-11-20,104.22,8171,UK
INV013982,PROD1496,Gaming Chair,3,2023-04-16,116.41,6910,UK
INV013982,PROD7124,Desk Lamp,2,2023-04-16,143.72,6910,UK
INV013983,PROD3803,Charger,1,2023-12-10,93.18,3346,USA
INV013983,PROD0552,Desk Organizer,1,2023-12-10,68.53,3346,USA
INV013983,PROD2984,Tablet,4,2023-12-10,94.38,3346,USA
INV013983,PROD5865,Mouse,4,2023-12-10,72.97,3346,USA
INV013983,PROD0523,Paper Clips,2,2023-12-10,115.89,3346,USA
INV013984,PROD4129,Power Bank,2,2023-04-11,170.68,4498,UK
INV013984,PROD7703,Headphones,4,2023-04-11,175.01,4498,UK
INV013985,PROD0552,Desk Organizer,4,2023-01-21,122.98,3316,France
INV013986,PROD9731,USB Drive,1,2023-03-18,148.01,5231,Germany
INV013987,PROD5377,Calendar,1,2023-03-10,91.2,8611,Germany
INV013987,PROD0523,Paper Clips,2,2023-03-10,137.89,8611,Germany
INV013988,PROD9673,Smartphone,4,2023-07-15,74.11,4492,Canada
INV013989,PROD0552,Desk Organizer,3,2024-01-17,89.03,6383,Germany
INV013989,PROD5377,Calendar,3,2024-01-17,48.14,6383,Germany
INV013989,PROD5865,Mouse,1,2024-01-17,117.84,6383,Germany
INV013990,PROD6663,Stapler,1,2024-01-27,61.08,5450,France
INV013990,PROD4418,Webcam,3,2024-01-27,52.68,5450,France
INV013991,PROD9858,Screen Protector,3,2023-02-15,77.76,7236,Germany
INV013991,PROD5377,Calendar,2,2023-02-15,66.81,7236,Germany
INV013991,PROD2984,Tablet,1,2023-02-15,87.38,7236,Germany
INV013991,PROD3803,Charger,4,2023-02-15,118.97,7236,Germany
INV013991,PROD1496,Gaming Chair,4,2023-02-15,70.5,7236,Germany
INV013992,PROD4418,Webcam,3,2023-10-25,44.76,9977,USA
INV013993,PROD1615,Laptop,4,2023-06-27,136.52,2668,Germany
INV013993,PROD6553,Water Bottle,4,2023-06-27,129.1,2668,Germany
INV013993,PROD2984,Tablet,1,2023-06-27,64.71,2668,Germany
INV013994,PROD4129,Power Bank,3,2023-03-27,165.62,6691,UK
INV013995,PROD4970,Tablet Cover,4,2023-01-14,84.8,2675,USA
INV013996,PROD1496,Gaming Chair,2,2023-02-03,28.41,3685,UK
INV013996,PROD9858,Screen Protector,4,2023-02-03,91.25,3685,UK
INV013996,PROD7933,Bluetooth Speaker,2,2023-02-03,98.61,3685,UK
INV013996,PROD6663,Stapler,3,2023-02-03,128.85,3685,UK
INV013997,PROD2984,Tablet,2,2023-11-04,95.11,9798,USA
INV013997,PROD3746,Keyboard,4,2023-11-04,191.23,9798,USA
INV013997,PROD7852,Coffee Mug,3,2023-11-04,31.48,9798,USA
INV013997,PROD5377,Calendar,1,2023-11-04,105.34,9798,USA
INV013998,PROD3803,Charger,4,2023-02-10,115.46,4710,UK
INV013999,PROD0672,Stylus Pen,4,2023-12-08,141.46,1573,USA
INV013999,PROD2984,Tablet,3,2023-12-08,33.13,1573,USA
INV014000,PROD0552,Desk Organizer,1,2023-06-25,181.05,4663,USA
INV014001,PROD6553,Water Bottle,4,2023-05-26,46.09,8142,France
INV014001,PROD2984,Tablet,2,2023-05-26,101.67,8142,France
INV014002,PROD1690,Monitor,1,2023-05-28,88.37,5082,UK
INV014002,PROD7703,Headphones,3,2023-05-28,132.62,5082,UK
INV014003,PROD4129,Power Bank,1,2024-01-31,76.27,4243,UK
INV014003,PROD6663,Stapler,3,2024-01-31,184.03,4243,UK
INV014003,PROD0523,Paper Clips,1,2024-01-31,80.4,4243,UK
INV014004,PROD1962,Notebook,4,2023-06-12,164.54,3753,UK
INV014004,PROD0523,Paper Clips,2,2023-06-12,142.78,3753,UK
INV014004,PROD5865,Mouse,2,2023-06-12,121.66,3753,UK
INV014004,PROD0552,Desk Organizer,3,2023-06-12,27.98,3753,UK
INV014004,PROD3803,Charger,3,2023-06-12,97.07,3753,UK
INV014005,PROD0672,Stylus Pen,4,2023-01-24,197.24,5732,UK
INV014005,PROD7124,Desk Lamp,1,2023-01-24,75.41,5732,UK
INV014005,PROD4418,Webcam,4,2023-01-24,58.59,5732,UK
INV014006,PROD1962,Notebook,1,2023-04-29,52.93,9022,USA
INV014007,PROD7703,Headphones,1,2023-11-05,136.23,9185,USA
INV014007,PROD0672,Stylus Pen,3,2023-11-05,11.88,9185,USA
INV014008,PROD4418,Webcam,2,2023-05-24,175.8,8635,France
INV014008,PROD7703,Headphones,1,2023-05-24,64.49,8635,France
INV014009,PROD7703,Headphones,1,2023-04-15,125.44,5266,USA
INV014009,PROD9731,USB Drive,1,2023-04-15,26.04,5266,USA
INV014009,PROD0523,Paper Clips,2,2023-04-15,91.6,5266,USA
INV014010,PROD5377,Calendar,1,2023-04-02,103.23,6245,France
INV014010,PROD9731,USB Drive,1,2023-04-02,127.87,6245,France
INV014010,PROD7124,Desk Lamp,1,2023-04-02,156.18,6245,France
INV014010,PROD1615,Laptop,3,2023-04-02,51.4,6245,France
INV014011,PROD7933,Bluetooth Speaker,2,2023-07-05,155.78,7981,UK
INV014011,PROD5377,Calendar,3,2023-07-05,120.31,7981,UK
INV014012,PROD1962,Notebook,2,2024-02-18,55.36,5272,UK
INV014013,PROD1690,Monitor,1,2023-10-29,32.03,3401,USA
INV014013,PROD1496,Gaming Chair,3,2023-10-29,175.58,3401,USA
INV014014,PROD0523,Paper Clips,2,2023-02-07,169.69,9498,UK
INV014015,PROD7703,Headphones,3,2023-06-27,157.5,7968,UK
INV014015,PROD2984,Tablet,4,2023-06-27,198.82,7968,UK
INV014015,PROD4970,Tablet Cover,2,2023-06-27,29.18,7968,UK
INV014015,PROD1496,Gaming Chair,1,2023-06-27,11.4,7968,UK
INV014015,PROD4418,Webcam,2,2023-06-27,9.48,7968,UK
INV014016,PROD5865,Mouse,4,2023-09-03,146.96,1171,USA
INV014016,PROD1690,Monitor,3,2023-09-03,26.21,1171,USA
INV014016,PROD7933,Bluetooth Speaker,2,2023-09-03,9.49,1171,USA
INV014016,PROD9858,Screen Protector,1,2023-09-03,129.01,1171,USA
INV014016,PROD4418,Webcam,3,2023-09-03,35.71,1171,USA
INV014017,PROD5865,Mouse,1,2024-02-14,130.03,9535,USA
INV014017,PROD1690,Monitor,2,2024-02-14,84.69,9535,USA
INV014017,PROD7852,Coffee Mug,2,2024-02-14,146.37,9535,USA
INV014017,PROD7124,Desk Lamp,4,2024-02-14,69.58,9535,USA
INV014018,PROD4129,Power Bank,4,2024-01-05,5.3,6413,USA
INV014018,PROD1962,Notebook,3,2024-01-05,145.43,6413,USA
INV014018,PROD4970,Tablet Cover,3,2024-01-05,131.18,6413,USA
INV014018,PROD7703,Headphones,1,2024-01-05,94.59,6413,USA
INV014019,PROD7124,Desk Lamp,3,2024-02-22,178.14,9911,UK
INV014020,PROD5377,Calendar,2,2023-06-07,58.52,9964,USA
INV014020,PROD2984,Tablet,1,2023-06-07,75.52,9964,USA
INV014020,PROD9673,Smartphone,3,2023-06-07,194.11,9964,USA
INV014020,PROD5865,Mouse,4,2023-06-07,135.96,9964,USA
INV014020,PROD1690,Monitor,1,2023-06-07,18.59,9964,USA
INV014021,PROD9673,Smartphone,2,2023-01-11,73.18,3718,USA
INV014022,PROD6553,Water Bottle,2,2024-01-15,143.56,9850,UK
INV014023,PROD3803,Charger,4,2023-06-22,66.07,8549,USA
INV014024,PROD7703,Headphones,1,2023-09-05,40.65,8777,USA
INV014024,PROD1690,Monitor,4,2023-09-05,23.96,8777,USA
INV014025,PROD7124,Desk Lamp,2,2023-10-30,37.25,4042,UK
INV014026,PROD4418,Webcam,3,2023-08-26,71.59,3744,USA
INV014026,PROD1690,Monitor,1,2023-08-26,114.32,3744,USA
INV014027,PROD7124,Desk Lamp,4,2023-12-26,60.51,9003,Canada
INV014028,PROD7124,Desk Lamp,4,2023-12-05,183.35,1027,Canada
INV014028,PROD2984,Tablet,2,2023-12-05,173.58,1027,Canada
INV014028,PROD2354,Phone Case,1,2023-12-05,187.76,1027,Canada
INV014029,PROD7124,Desk Lamp,1,2024-01-23,144.86,8599,USA
INV014029,PROD0672,Stylus Pen,2,2024-01-23,183.69,8599,USA
INV014030,PROD2984,Tablet,2,2024-02-02,27.47,4082,USA
INV014030,PROD0672,Stylus Pen,3,2024-02-02,10.93,4082,USA
INV014031,PROD1615,Laptop,4,2023-05-25,55.69,2691,Germany
INV014031,PROD3746,Keyboard,2,2023-05-25,123.35,2691,Germany
INV014032,PROD9858,Screen Protector,1,2024-02-22,13.72,6066,UK
INV014032,PROD7124,Desk Lamp,2,2024-02-22,198.79,6066,UK
